STRING	STRING	STRING	INT	INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	STRING
24049	千灯风波		010201	1	FuncNpc00003	FuncNpc00002				24048	24053							title_24049	context_24049	context_24049,menu_24049	complete_24049	uncom_24049	target_24049	task_TrackInfo_24049	next_24049	CanAcceptMenu_24049	UncompleteMenu_24049	CompleteMenu_24049					qdz01_72	1	0	0	0	0			
24053	千灯风波		010201	1	FuncNpc00002	FuncNpc00003				24049	24056			1007				title_24053	context_24053	context_24053,menu_24053	complete_24053	uncom_24053	target_24053	task_TrackInfo_24053	next_24053	CanAcceptMenu_24053	UncompleteMenu_24053	CompleteMenu_24053					qdz01_77	1	0	0	0	0			
24056	千灯风波		010201	1	FuncNpc00003	FuncNpc00003				24053	24057			1008			task\task_s_24056.lua	title_24056	context_24056	context_24056,menu_24056	complete_24056	uncom_24056	target_24056	task_TrackInfo_24056	next_24056	CanAcceptMenu_24056	UncompleteMenu_24056	CompleteMenu_24056					qdz01_80	1	0	0	0	0			
24057	千灯风波		010201	1	FuncNpc00003	WorldNpc00020				24056	24058							title_24057	context_24057	context_24057,menu_24057	complete_24057	uncom_24057	target_24057	task_TrackInfo_24057	next_24057	CanAcceptMenu_24057	UncompleteMenu_24057	CompleteMenu_24057					qdz01_81	1	0	0	0	0			
24058	千灯风波		010201	1	WorldNpc00020	WorldNpc00020				24057	24059							title_24058	context_24058	context_24058,menu_24058	complete_24058	uncom_24058	target_24058	task_TrackInfo_24058	next_24058	CanAcceptMenu_24058	UncompleteMenu_24058	CompleteMenu_24058					qdz01_83	1	0	0	0	0			
24059	千灯风波		010201	1	WorldNpc00020	WorldNpc00020				24058	24061			1009,1010				title_24059	context_24059	context_24059,menu_24059	complete_24059	uncom_24059	target_24059	task_TrackInfo_24059	next_24059	CanAcceptMenu_24059	UncompleteMenu_24059	CompleteMenu_24059					qdz01_84	1	0	0	0	0			
24061	疑云密布		010202	1	WorldNpc00020	EventNpc24062		24063	1	24059	24063					submitnpcex_24061		title_24061	context_24061	context_24061,menu_24061	complete_24061	uncom_24061	target_24061	task_TrackInfo_24061	next_24061	CanAcceptMenu_24061	UncompleteMenu_24061	CompleteMenu_24061					qdz01_89	1	0	0	0	0			
24063	疑云密布		010202	1		WorldNpc00022				24061	24065							title_24063	context_24063	context_24063,menu_24063	complete_24063	uncom_24063	target_24063	task_TrackInfo_24063	next_24063	CanAcceptMenu_24063	UncompleteMenu_24063	CompleteMenu_24063	24				qdz01_91	1	0	0	0	0			
24065	（精英）疑云密布		010202	1	WorldNpc00022	WorldNpc00023				24063	24067							title_24065	context_24065	context_24065,menu_24065	complete_24065	uncom_24065	target_24065	task_TrackInfo_24065	next_24065	CanAcceptMenu_24065	UncompleteMenu_24065	CompleteMenu_24065					qdz01_93	1	0	0	0	0			1003
24067	疑云密布		010202	1	WorldNpc00023	WorldNpc00023				24065	24068			1014				title_24067	context_24067	context_24067,menu_24067	complete_24067	uncom_24067	target_24067	task_TrackInfo_24067	next_24067	CanAcceptMenu_24067	UncompleteMenu_24067	CompleteMenu_24067					qdz01_95	1	0	0	0	0			
24068	疑云密布		010202	1	WorldNpc00023	WorldNpc00025				24067	24070							title_24068	context_24068	context_24068,menu_24068	complete_24068	uncom_24068	target_24068	task_TrackInfo_24068	next_24068	CanAcceptMenu_24068	UncompleteMenu_24068	CompleteMenu_24068					qdz01_96	1	0	0	0	0			
24070	疑云密布		010202	1	WorldNpc00025	WorldNpc00048				24068	24072							title_24070	context_24070	context_24070,menu_24070	complete_24070	uncom_24070	target_24070	task_TrackInfo_24070	next_24070	CanAcceptMenu_24070	UncompleteMenu_24070	CompleteMenu_24070						1	0	0	0	0			
24072	疑云密布		010202	1	WorldNpc00048	WorldNpc00048				24070	24074							title_24072	context_24072	context_24072,menu_24072	complete_24072	uncom_24072	target_24072	task_TrackInfo_24072	next_24072	CanAcceptMenu_24072	UncompleteMenu_24072	CompleteMenu_24072					qdz01_100	1	0	0	0	0			
24074	峨眉之行		010203	1	WorldNpc00048	WorldNpc02601				24072	24075							title_24074	context_24074	context_24074,menu_24074	complete_24074	uncom_24074	target_24074	task_TrackInfo_24074	next_24074	CanAcceptMenu_24074	UncompleteMenu_24074	CompleteMenu_24074					qdz01_101	1	0	0	0	0			
24075	（精英）峨眉之行		010203	1	WorldNpc02601	WorldNpc02601				24074	24076				5			title_24075	context_24075	context_24075,menu_24075	complete_24075	uncom_24075	target_24075	task_TrackInfo_24075	next_24075	CanAcceptMenu_24075	UncompleteMenu_24075	CompleteMenu_24075					qdz01_102	1	0	0	0	0			
24076	峨眉之行		010203	1	WorldNpc02601	WorldNpc02601				24075	24077							title_24076	context_24076	context_24076,menu_24076	complete_24076	uncom_24076	target_24076	task_TrackInfo_24076	next_24076	CanAcceptMenu_24076	UncompleteMenu_24076	CompleteMenu_24076					qdz01_103	1	0	0	0	0			
24077	峨眉之行		010203	1	WorldNpc02601	WorldNpc02603				24076	24079							title_24077	context_24077	context_24077,menu_24077	complete_24077	uncom_24077	target_24077	task_TrackInfo_24077	next_24077	CanAcceptMenu_24077	UncompleteMenu_24077	CompleteMenu_24077					qdz01_104	1	0	0	0	0			
24079	峨眉之行		010203	1	WorldNpc02603	WorldNpc02603				24077	24080							title_24079	context_24079	context_24079,menu_24079	complete_24079	uncom_24079	target_24079	task_TrackInfo_24079	next_24079	CanAcceptMenu_24079	UncompleteMenu_24079	CompleteMenu_24079					qdz01_107	1	0	0	0	0			
24080	峨眉之行		010203	1	WorldNpc02603	WorldNpc02603				24079	24081							title_24080	context_24080	context_24080,menu_24080	complete_24080	uncom_24080	target_24080	task_TrackInfo_24080	next_24080	CanAcceptMenu_24080	UncompleteMenu_24080	CompleteMenu_24080					qdz01_108	1	0	0	0	0			
24081	峨眉之行		010203	1	WorldNpc02603	WorldNpc02604				24080	24082							title_24081	context_24081	context_24081,menu_24081	complete_24081	uncom_24081	target_24081	task_TrackInfo_24081	next_24081	CanAcceptMenu_24081	UncompleteMenu_24081	CompleteMenu_24081					qdz01_109	1	0	0	0	0			
24082	峨眉之行		010203	1	WorldNpc02604	WorldNpc02606				24081	24085							title_24082	context_24082	context_24082,menu_24082	complete_24082	uncom_24082	target_24082	task_TrackInfo_24082	next_24082	CanAcceptMenu_24082	UncompleteMenu_24082	CompleteMenu_24082					qdz01_111	1	0	0	0	0			
24085	风波迭起		010204	1	WorldNpc02606	WorldNpc02607				24082	24087							title_24085	context_24085	context_24085,menu_24085	complete_24085	uncom_24085	target_24085	task_TrackInfo_24085	next_24085	CanAcceptMenu_24085	UncompleteMenu_24085	CompleteMenu_24085					qdz01_115	1	0	0	0	0			
24087	风波迭起		010204	1	WorldNpc02607	WorldNpc02608				24085	24088							title_24087	context_24087	context_24087,menu_24087	complete_24087	uncom_24087	target_24087	task_TrackInfo_24087	next_24087	CanAcceptMenu_24087	UncompleteMenu_24087	CompleteMenu_24087					qdz01_117	1	0	0	0	0			
24088	（精英）风波迭起		010204	1	WorldNpc02608	WorldNpc02608				24087	24089							title_24088	context_24088	context_24088,menu_24088	complete_24088	uncom_24088	target_24088	task_TrackInfo_24088	next_24088	CanAcceptMenu_24088	UncompleteMenu_24088	CompleteMenu_24088					qdz01_118	1	0	0	0	0			
24089	风波迭起		010204	1	WorldNpc02608	WorldNpc02609				24088	24091			1019				title_24089	context_24089	context_24089,menu_24089	complete_24089	uncom_24089	target_24089	task_TrackInfo_24089	next_24089	CanAcceptMenu_24089	UncompleteMenu_24089	CompleteMenu_24089					qdz01_119	1	0	0	0	0			
24091	风波迭起		010204	1	WorldNpc02609	WorldNpc02610				24089	24092							title_24091	context_24091	context_24091,menu_24091	complete_24091	uncom_24091	target_24091	task_TrackInfo_24091	next_24091	CanAcceptMenu_24091	UncompleteMenu_24091	CompleteMenu_24091					qdz01_121	1	0	0	0	0			
24092	风波迭起		010204	1	WorldNpc02610	WorldNpc02612				24091	24094							title_24092	context_24092	context_24092,menu_24092	complete_24092	uncom_24092	target_24092	task_TrackInfo_24092	next_24092	CanAcceptMenu_24092	UncompleteMenu_24092	CompleteMenu_24092					qdz01_123	1	0	0	0	0			
24094	风波迭起		010204	1	WorldNpc02612	WorldNpc02612				24092	24095							title_24094	context_24094	context_24094,menu_24094	complete_24094	uncom_24094	target_24094	task_TrackInfo_24094	next_24094	CanAcceptMenu_24094	UncompleteMenu_24094	CompleteMenu_24094					qdz01_127	1	0	0	0	0			
24095	风波迭起		010204	1	WorldNpc02612	WorldNpc02604				24094	24096							title_24095	context_24095	context_24095,menu_24095	complete_24095	uncom_24095	target_24095	task_TrackInfo_24095	next_24095	CanAcceptMenu_24095	UncompleteMenu_24095	CompleteMenu_24095					qdz01_128	1	0	0	0	0			
24096	风波迭起		010204	1	WorldNpc02604	WorldNpc02613				24095	24097							title_24096	context_24096	context_24096,menu_24096	complete_24096	uncom_24096	target_24096	task_TrackInfo_24096	next_24096	CanAcceptMenu_24096	UncompleteMenu_24096	CompleteMenu_24096					qdz01_130	1	0	0	0	0			
24097	外来死尸		010301	1	WorldNpc02613	WorldNpc05921				24096	24098							title_24097	context_24097	context_24097,menu_24097	complete_24097	uncom_24097	target_24097	task_TrackInfo_24097	next_24097	CanAcceptMenu_24097	UncompleteMenu_24097	CompleteMenu_24097					qdz01_131	1	0	0	0	0			
24098	外来死尸		010301	1	WorldNpc05921	WorldNpc05931				24097	24099							title_24098	context_24098	context_24098,menu_24098	complete_24098	uncom_24098	target_24098	task_TrackInfo_24098	next_24098	CanAcceptMenu_24098	UncompleteMenu_24098	CompleteMenu_24098					qdz01_132	1	0	0	0	0			
24099	外来死尸		010301	1	WorldNpc05931	WorldNpc05931				24098	24100							title_24099	context_24099	context_24099,menu_24099	complete_24099	uncom_24099	target_24099	task_TrackInfo_24099	next_24099	CanAcceptMenu_24099	UncompleteMenu_24099	CompleteMenu_24099					qdz01_133	1	0	0	0	0			
24100	外来死尸		010301	1	WorldNpc05931	WorldNpc05929				24099	24102							title_24100	context_24100	context_24100,menu_24100	complete_24100	uncom_24100	target_24100	task_TrackInfo_24100	next_24100	CanAcceptMenu_24100	UncompleteMenu_24100	CompleteMenu_24100					qdz01_134	1	0	0	0	0			
24102	外来死尸		010301	1	WorldNpc05929	WorldNpc05929				24100	24103							title_24102	context_24102	context_24102,menu_24102	complete_24102	uncom_24102	target_24102	task_TrackInfo_24102	next_24102	CanAcceptMenu_24102	UncompleteMenu_24102	CompleteMenu_24102					qdz01_137	1	0	0	0	0			
24103	外来死尸		010301	1	WorldNpc05929	WorldNpc05923				24102	24104							title_24103	context_24103	context_24103,menu_24103	complete_24103	uncom_24103	target_24103	task_TrackInfo_24103	next_24103	CanAcceptMenu_24103	UncompleteMenu_24103	CompleteMenu_24103					qdz01_138	1	0	0	0	0			
24104	外来死尸		010301	1	WorldNpc05923	WorldNpc05922				24103	24105			1020		submitnpcex_24104		title_24104	context_24104	context_24104,menu_24104	complete_24104	uncom_24104	target_24104	task_TrackInfo_24104	next_24104	CanAcceptMenu_24104	UncompleteMenu_24104	CompleteMenu_24104					qdz01_139	1	0	0	0	0			
24105	外来死尸		010301	1	WorldNpc05922	WorldNpc05851				24104	24106							title_24105	context_24105	context_24105,menu_24105	complete_24105	uncom_24105	target_24105	task_TrackInfo_24105	next_24105	CanAcceptMenu_24105	UncompleteMenu_24105	CompleteMenu_24105					qdz01_142	1	0	0	0	0			
24106	外来死尸		010301	1	WorldNpc05851	WorldNpc05926				24105	24107							title_24106	context_24106	context_24106,menu_24106	complete_24106	uncom_24106	target_24106	task_TrackInfo_24106	next_24106	CanAcceptMenu_24106	UncompleteMenu_24106	CompleteMenu_24106					qdz01_143	1	0	0	0	0			
24107	外来死尸		010301	1	WorldNpc05926	WorldNpc05924				24106	24108			1021				title_24107	context_24107	context_24107,menu_24107	complete_24107	uncom_24107	target_24107	task_TrackInfo_24107	next_24107	CanAcceptMenu_24107	UncompleteMenu_24107	CompleteMenu_24107					qdz01_144	1	0	0	0	0			
24108	外来死尸		010301	1	WorldNpc05924	WorldNpc05923				24107	24109							title_24108	context_24108	context_24108,menu_24108	complete_24108	uncom_24108	target_24108	task_TrackInfo_24108	next_24108	CanAcceptMenu_24108	UncompleteMenu_24108	CompleteMenu_24108					qdz01_145	1	0	0	0	0			
24109	失踪猎人		010302	1	WorldNpc05923	WorldNpc05923				24108	24110			1022				title_24109	context_24109	context_24109,menu_24109	complete_24109	uncom_24109	target_24109	task_TrackInfo_24109	next_24109	CanAcceptMenu_24109	UncompleteMenu_24109	CompleteMenu_24109					qdz01_147	1	0	0	0	0			
24110	失踪猎人		010302	1	WorldNpc05923	WorldNpc05923				24109	24111							title_24110	context_24110	context_24110,menu_24110	complete_24110	uncom_24110	target_24110	task_TrackInfo_24110	next_24110	CanAcceptMenu_24110	UncompleteMenu_24110	CompleteMenu_24110					qdz01_149	1	0	0	0	0			
24111	失踪猎人		010302	1	WorldNpc05923	WorldNpc05930				24110	24112			1023		submitnpcex_24111		title_24111	context_24111	context_24111,menu_24111	complete_24111	uncom_24111	target_24111	task_TrackInfo_24111	next_24111	CanAcceptMenu_24111	UncompleteMenu_24111	CompleteMenu_24111					qdz01_151	1	0	0	0	0			
24112	失踪猎人		010302	1	WorldNpc05930	WorldNpc05930				24111	24113							title_24112	context_24112	context_24112,menu_24112	complete_24112	uncom_24112	target_24112	task_TrackInfo_24112	next_24112	CanAcceptMenu_24112	UncompleteMenu_24112	CompleteMenu_24112					qdz01_152	1	0	0	0	0			
24113	失踪猎人		010302	1	WorldNpc05930	WorldNpc05852				24112	24115					submitnpcex_24113		title_24113	context_24113	context_24113,menu_24113	complete_24113	uncom_24113	target_24113	task_TrackInfo_24113	next_24113	CanAcceptMenu_24113	UncompleteMenu_24113	CompleteMenu_24113					qdz01_153	1	0	0	0	0			
24115	失踪猎人		010302	1	WorldNpc05852	WorldNpc05852				24113	24116							title_24115	context_24115	context_24115,menu_24115	complete_24115	uncom_24115	target_24115	task_TrackInfo_24115	next_24115	CanAcceptMenu_24115	UncompleteMenu_24115	CompleteMenu_24115					qdz01_156	1	0	0	0	0			
24116	失踪猎人		010302	1	WorldNpc05852	WorldNpc05854				24115	24119					submitnpcex_24116		title_24116	context_24116	context_24116,menu_24116	complete_24116	uncom_24116	target_24116	task_TrackInfo_24116	next_24116	CanAcceptMenu_24116	UncompleteMenu_24116	CompleteMenu_24116					qdz01_157	1	0	0	0	0			
24119	失踪猎人		010302	1	WorldNpc05854	WorldNpc05854				24116	24120							title_24119	context_24119	context_24119,menu_24119	complete_24119	uncom_24119	target_24119	task_TrackInfo_24119	next_24119	CanAcceptMenu_24119	UncompleteMenu_24119	CompleteMenu_24119					qdz01_160	1	0	0	0	0			
24120	失踪猎人		010302	1	WorldNpc05854	WorldNpc06001				24119	24121					submitnpcex_24120		title_24120	context_24120	context_24120,menu_24120	complete_24120	uncom_24120	target_24120	task_TrackInfo_24120	next_24120	CanAcceptMenu_24120	UncompleteMenu_24120	CompleteMenu_24120					qdz01_163	1	0	0	0	0			
24121	神出鬼没		010303	1	WorldNpc06001	WorldNpc06001				24120	24122				5			title_24121	context_24121	context_24121,menu_24121	complete_24121	uncom_24121	target_24121	task_TrackInfo_24121	next_24121	CanAcceptMenu_24121	UncompleteMenu_24121	CompleteMenu_24121					qdz01_164	1	0	0	0	0			
24122	神出鬼没		010303	1	WorldNpc06001	WorldNpc06002				24121	24123					submitnpcex_24122		title_24122	context_24122	context_24122,menu_24122	complete_24122	uncom_24122	target_24122	task_TrackInfo_24122	next_24122	CanAcceptMenu_24122	UncompleteMenu_24122	CompleteMenu_24122					qdz01_166	1	0	0	0	0			
24123	神出鬼没		010303	1	WorldNpc06002	WorldNpc06004				24122	24124					submitnpcex_24123		title_24123	context_24123	context_24123,menu_24123	complete_24123	uncom_24123	target_24123	task_TrackInfo_24123	next_24123	CanAcceptMenu_24123	UncompleteMenu_24123	CompleteMenu_24123					qdz01_167	1	0	0	0	0			
24124	神出鬼没		010303	1	WorldNpc06004	WorldNpc06004				24123	24125			1024			task\task_s_24124.lua	title_24124	context_24124	context_24124,menu_24124	complete_24124	uncom_24124	target_24124	task_TrackInfo_24124	next_24124	CanAcceptMenu_24124	UncompleteMenu_24124	CompleteMenu_24124						1	0	0	0	0			
24125	神出鬼没		010303	1	WorldNpc06004	WorldNpc06002				24124	24126							title_24125	context_24125	context_24125,menu_24125	complete_24125	uncom_24125	target_24125	task_TrackInfo_24125	next_24125	CanAcceptMenu_24125	UncompleteMenu_24125	CompleteMenu_24125					qdz01_168	1	0	0	0	0			
24126	神出鬼没		010303	1	WorldNpc06002	WorldNpc06009				24125	24129					submitnpcex_24126		title_24126	context_24126	context_24126,menu_24126	complete_24126	uncom_24126	target_24126	task_TrackInfo_24126	next_24126	CanAcceptMenu_24126	UncompleteMenu_24126	CompleteMenu_24126					qdz01_169	1	0	0	0	0			
24129	神出鬼没		010303	1	WorldNpc06009	WorldNpc06009				24126	24130			1025				title_24129	context_24129	context_24129,menu_24129	complete_24129	uncom_24129	target_24129	task_TrackInfo_24129	next_24129	CanAcceptMenu_24129	UncompleteMenu_24129	CompleteMenu_24129					qdz01_173	1	0	0	0	0			
24130	神出鬼没		010303	1	WorldNpc06009	WorldNpc06009				24129	24131			1026				title_24130	context_24130	context_24130,menu_24130	complete_24130	uncom_24130	target_24130	task_TrackInfo_24130	next_24130	CanAcceptMenu_24130	UncompleteMenu_24130	CompleteMenu_24130					qdz01_174	1	0	0	0	0			
24131	神出鬼没		010303	1	WorldNpc06009	WorldNpc06006				24130	24132					submitnpcex_24131		title_24131	context_24131	context_24131,menu_24131	complete_24131	uncom_24131	target_24131	task_TrackInfo_24131	next_24131	CanAcceptMenu_24131	UncompleteMenu_24131	CompleteMenu_24131					qdz01_175	1	0	0	0	0			
24132	神出鬼没		010303	1	WorldNpc06006	WorldNpc06007				24131	24134					submitnpcex_24132		title_24132	context_24132	context_24132,menu_24132	complete_24132	uncom_24132	target_24132	task_TrackInfo_24132	next_24132	CanAcceptMenu_24132	UncompleteMenu_24132	CompleteMenu_24132					qdz01_178	1	0	0	0	0			
24134	画皮书生		010304	1	WorldNpc06007	WorldNpc06007				24132	24135							title_24134	context_24134	context_24134,menu_24134	complete_24134	uncom_24134	target_24134	task_TrackInfo_24134	next_24134	CanAcceptMenu_24134	UncompleteMenu_24134	CompleteMenu_24134					qdz01_183	1	0	0	0	0			
