ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
47	水牛				26		8		1			94		0	0		180	53			0					22	9450					1	11	11	11	11	11	0	0	0	0	0		47	22	34	17	34	17	28	1	57	1	1024	47	10	617	1	240	2	512	41	8																										42										1		0	0	0	新手村			2	0																																					0	9000									2							3	1	78																																																			26				0											
48	黄牛				26		8		1			94		0	0		180	53			0					22	9450					1	11	11	11	11	11	0	0	0	0	0		48	22	21	11	21	11	28	1	36	1	1024	26	10			240		512	26	8																										43										1		0	0	0	新手村			2	0																																					0	9000								0	2							3	1	78																																																			26				0											
50	大黄				26		2		1		500	39		0	0		180	53			0				4	22	9450					1	11	11	11	11	11	0	0	0	0	0		50	24	19	10	19	10	28	1	23	1	1024	13	10																																	45										1		0	0	0	新手村			2	0																																					0	9000								0	4							3	1	78																																																			26				0											
51	伤员甲	未使用		3	26				1		650	27	3				30	51			45					22	9450					1	12	12	12	12	12	0	1	1	1	1		51	21	18	8	18	8	28	1	10	1	1024	16	10																																	46										1		0	2	629145	新手村			0	0																																					0	9000									9							3	1	78																																																			26				0											
57	朴宗资			2	28	1	1	285	72	0	950	40	6	1	1		0	200000	0	0	77905	0	0	100	6	28	9000	0	0	0	0	244	491	491	491	491	491	3431	72	72	72	72	0	57	1	4000	1300	3600	1300	28	1	28	1	1024	18	10	959	15	160	8			8	961	15	480	1	1024	16	8	1019	15	960	2	1024	16	8	99999999	0	20	英雄天地三才阵\gear_3.tab	1	英雄天地三才阵\gear_3_2.tab	1	英雄天地三才阵\miji_3.tab	1	五门派英雄副本\recipe_boss.tab	1	4600			0	0	0	0	0	0	0	1392	0	2500	14250	838860	英雄北邙山三才阵	0	0	1	1	1	0		0		0		0					scripts\Map\英雄天地三才阵\npc\朴宗资.lua						13	0	1	6	0	0	1	13	0	0	1	13	0	0	1	13	0	0	2180		-1	0	0	0	0	0	0	1	11	254	0	1	0	0	0	5	72	5000	3				539					400																																									28					0	0	0	0	0						
58	小白			3	26				1		500	18	3				180	51			45					22	9450					1	12	12	12	12	12	0	1	1	1	1		58	22	18	8	18	8	28	1	25	1	1024	15	10																																	28										1		0	2	629145	新手村			0	0			<G>小猪儿很可爱，它们是我的好朋友，不会打我的！爹爹什么都不知道！	1000	<G>小荷到哪儿去了呢？说好等我一起看小人书的，可是现在人却找不到了。	1000																															0	9000									2							3	1	78																																																			26				0											
59	小花			3	26				1		500	18	3				180	51			45					22	9450					1	12	12	12	12	12	0	1	1	1	1		59	22	18	8	18	8	28	1	25	1	1024	15	10																																	28										1		0	2	629145	新手村			0	0																																					0	9000									2							3	1	78																																																			26				0											
60	木桩				30		9		1			39			0		1	1000			1				0	22	9900					0	22					0						60	21	8	3			28	1	18	1	1024	8	10																						48											50										1		0	0	0	新手村			0	0	1																																				0									0								3	1	0																																																			30					0	0	0	0	0						
61	王四			3	26				5			27	3	0	0		180	84			76					22	9450					7	26	26	26	26	26	0	5	5	5	5		61	22	23	11	23	11	28	1	37	1	1024	27	10																																	51										1		1	6	629145	新手村			0	0																																					0	9000									2							3	5	110																																																			26				0											
62	咸鱼	新手村换线人		3	26			9	5	1		27	3				180	84			76					22	9450					7	26	26	26	26	26	0	5	5	5	5	9	62	22	20	10	20	10	28	1	28	1	1024	18	10	664	2	32	1	512	14	8																										2802										1		1	6	629145	新手村			0	0			<G><F174 咸鱼显得好生激动，嘴里还捣鼓着“感应”、“弦”之类的胡话。>\n<H28><G>这位侠士，可否有兴趣帮我做个实验，去寻找那个神奇的地方？若真能找到另一个咸鱼，一定要替我向他问好哦！\n<G>呃，我似乎已经感受到他的呼唤了！	3000	<G>好吧，据在下多年的观察和研究，竟发现你我所处的这个宇宙并不孤单。\n<H28><G><F174 咸鱼低下头掐指一算。>\n<H28><G>若计算没错，在那不能用距离描述的某处，应该存在着与这里几乎完全相同的地方，甚至，甚至那边的稻香村也会有一个咸鱼在那里。	3000							scripts\Map\稻香村\npc\咸鱼.lua																								0	9000									2							3	5	110																																																			26				0											
63	织女	服装商		3	26				2		680	41	3				180	58			52					22	9450					2	15	15	15	15	15	0	2	2	2	2		63	22	18	9	18	9	28	1	10	1	1024	16	10																																	52										1	3	0	3	629145	新手村			0	0			<G>唧唧复唧唧，木兰当户织。不闻机杼声，惟闻女叹息……\n<G>小的时候娘亲在纺线之时常常念这首诗给我听。\n<H28><G>做这小买卖也多亏了乡亲们的照顾，都说我的手巧。	1000					<G>到哪里都是织布，到哪里都是缝衣。	873						服装店																					0	9000									2							3	2	86																																																			26				0											
64	纺车			4	26				1			79	3	0	0		180	51			45				0	22	9450					1	12	12	12	12	12	0	1	1	1	1		64	21	18	8	18	8																																								53										1		0	2	629145	新手村			0	0																																					0	9000								0	1							3	1	78																																																			26				0											
65	王三			3	26				5			27	3	0	0		180	84			76					22	9450					7	26	26	26	26	26	0	5	5	5	5		65	22	24	12	24	12	28	1	39	1	1024	29	10																																	54										1		1	6	629145	新手村			0	0																																					0	9000									2							3	5	110																																																			26				0											
66	王二			3	26				6			27	3				240	108			85					22	9450					10	30	30	30	30	30	0	6	6	6	6		66	11	16	8	16	8	28	1	28			18	10																																	55										1		1	8	629145	新手村				2			<G>别看这只是丰收粮食，还是得有人观大局的。你看看我，把什么事都安排得井井有条的，偌大的田地收割好了便马上可以打好谷拿去晒了。这不是谁都能做的。	100	<G>大哥怎么还没把粮食运过来？真是的从小都这样！做什么事都磨蹭。	100			<G>什么十二连环坞要杀进来了？！那得赶紧逃了！\n<H28><G>可是，可是这粮食……我好不容易打理好，村长不来看一眼就扔下这么多粮食跑了？	873																											0	9450									5							3	6	118																																																			26				0											
67	火			4	28				6			63	3	0	0		180	94			85					22	9450					9	30	30	30	30	30	0	6	6	6	6		67	21	20	11	20	11																																								56										1		1	8	629145	新手村			0	0																																					0	9000								0	1							3	6	118																																																			28				0											
68	民兵守卫			3	27				6			27	3	0	0		240	108			85					22	9450					10	30	30	30	30	30	0	6	6	6	6		68	11	19	9	19	9	28	1	37			27	10																																	39										1		1	8	629145	新手村				2																																					0	9450									5							3	6	118																																																			27				0											
69	阿武				26		2		1		500	39		0	0		180	53			0					22	9450					1	11	11	11	11	11	0	0	0	0	0		69	22	19	10	19	10	28	1	31			21	10																																	41										1		0	0	0	新手村			2	0																																					0	9000								0	2							3	1	78																																																			26				0											
70	李东流	万花迎客使		3	12				62			45	3				30	5054			4548					22	9450					213	426	426	426	426	426	1860	62	62	62	62	13	70	21	116	58	116	58	28	1	30	1	1024	20	10																																	104										1		139	831	838860	万花谷			0	0			<G>你看这青峰翠谷，曲水流风，更有百花灿烂，蔚然如海，实乃天造福地，地设洞天。莫说世间，恐怕就是天上也找不出第二处。故有人笑谓：天上不二，天下无双。而今东方谷主尊居此处，更使万花人气大盛，卓然为武林一大家，虽僻位深山，依旧有无数武林中人心向往之。能来此处，可是你的福气！	700	<G>天梯凌云、望月三星、星湖月影、仙迹观瀑、猴林听啸、千机奇巧、无我胜境是我万花七景。	300													12	-5000																	0	9000									1							3	62	323																																																			12				0											
71	薛壁	来客		3	26				30			36	3				30	1596			1436					22	9450					113	220	220	220	220	220	900	30	30	30	30		71	21	54	27	54	27	28	1	35	1	1024	25	10																																	75										1		43	259	629145	万花谷			0	0			<G>那只猴儿是婆娘从黄山带来的。	400	<G>所有的猴儿都生了张馋嘴巴。	300	<G>那天我喝多了点儿，它就这样跑掉了！	200											12	-250																	0	9000									1							3	30	257																																																			26				0											
72	罗霄虎			3	26				54			29	3				30	4334			3901					22	9450					188	375	375	375	375	375	1620	54	54	54	54		72	21	133	66	133	66	28	1	42	1	1024	32	10																																	96										1		98	590	838860	万花谷			0	0			<G>传闻万花弟子精通医术。	400	<G>这里赌场酒店也没见一个，里面的人定要闷出鸟来，哪有江湖上快活。	300	<G>人间仙境！呸！	200																													0	9000									1							3	54	295																																																			26				0											
73	罗文龙			3	26				55			33	3				30	4424			3981					22	9450					191	381	381	381	381	381	1650	55	55	55	55		73	21	103	51	103	51								664	12	32	1	512		8																										97										1		103	620	838860	万花谷			0	0			<G><F174 罗文龙正躺在地上，痛苦地呻吟。>	1000																																	0	9000									1							3	55	297																																																			26				0											
74	宇晴	花圣		3	12				72			36	2				30	2767085			1754825					22	9450					244	996	996	996	996	996	4860	72	72	72	72		74	21	12222	6111	12222	6111	28	1	35	1	1024	25	10																																	135												5555	31666	838860	万花谷			0	0			<G>晴昼海中的花多得连我这亲手种下的人都认不全了。	300	<G>方碧玲阿姨居住的地方你知道么，绝情谷，好凄切的名字，爹爹为此伤心了许久。	200	<G>听到了么，宇鸾姐姐的琴声，从仙迹岩那边传来。	100					scripts\Map\洛阳\npc\初级神农训练师.lua						12	-5000																	500	9500				4					1	510						2	120	0																																																			12															
75	柳乐池	菜贩		3	12				4			36	3				30	75			68					22	9450					5	22	22	22	22	22	0	4	4	4	4		75	21	21	11	21	11	28	1	35	1	1024	25	10																																	2621										1	62	1	5	629145	万花谷			0	0			<G>这谷里四季长春，不过小姐本是南国人，冬月里还是会觉得冷呢……	700	<G>从乱世中走过的人都会知道这山谷的好处。	300										蔬菜店			12	-5000																	0	9000		4							1							3	4	102																																																			12				0											
76	赵叔源	南诏神秘人		3	26				60		1050	29	3				30	4873			4386				22	22	9450					206	413	413	413	413	413	1800	60	60	60	60		76	21	112	56	112	56	28	1	28	1	1024	18	10																																	78										1		128	768	838860	万花谷			0	0			<G>国若孱弱，外必辱之。	500	<G>以一人之力建成这世外桃源，东方谷主实乃中原奇才。	300	<G>我何尝不想长居于此，只是当年多少好男儿魂断故国，我绝不能让他们白白死去。	200											12	-250																	0	9000									1							3	60	314																																																			26				0											
77	裴元	药王首徒		3	12				71			45	5				30	267854			241069					22	9450					240	293	293	293	293	293	3383	71	71	71	71		77	21	6756	3379	6756	3379	28	1	30	1	1024	20	10																																	105												3472	19791	838860	万花谷		20	0	0			<G>胆腑食热，精神不守，腹胀如肿，按之不陷。	300	<G>江湖险恶，云诡波谲，只有在这谷中，我的心才能得到平静。	200	<G>万花医道自然首推师父，不过镇脉截穴，透骨封经的笔法却是东方谷主创出的。	100					scripts\Map\洛阳\npc\高级医术万花训练师.lua					学习医术配方	12	-5000																	500	9500				4					1							14	110	6944																																																			12															
78	阿布	裴元首徒		3	12				52			21	3				30	4155			3740					22	9450					181	362	362	362	362	362	1560	52	52	52	52		78	21	110	54	110	54	28	1	36	1	1024	26	10																																	86										1		89	535	838860	万花谷			0	0			<G>传言谷内有本《万花秘籍》，我却从未见过。	300	<G>传言当年东方谷主以弱冠之年，剑试英雄大会，天下英雄无不拜服。“公子玄衣，凤鸣江南”，说的便是谷主当年的英姿。\n<H28><G><F174 阿布眉飞色舞，心向往之。>	600													12	-5000																	0	9000		4							1							3	52	292																																																			12				0											
79	刘妈			3	12				3			33	3				30	66			60				2	10	9450					3	18	18	18	18	18	0	3	3	3	3		79	21	19	9	19	9	28	1	10	1	1024	16	10																																	425										1		1	4	629145	万花谷			0	0			<G>我是谷主叫来照看小姐的，从前她来这里时还不到十岁，受了很多苦。	700	<G>劈柴的那个叫刘三，是我的弟弟。	300													12	-250																	0	9000									1							3	3	94																																																			12				0											
80	王知味	小吃商		3	12				14			74	3				30	360			324					22	9450					35	75	75	75	75	75	0	14	14	14	14	24	80	21	28	14	28	14	28	1	36	1	1024	26	10																																	92										1	10	10	58	629145	万花谷			0	0			<G>今年的食为天大会，名厨云集，我能否拿到首席呢？	500	<G>想吃点儿什么？我烹调的菜肴可是一流的！	300	<G><F174 这是万花名厨王知味，身具一手人人称绝的烹调手法。>	200								食品店			12	-5000																	0	9000		4							1							3	14	181																																																			12				0											
81	老渔翁			3	26				6			31	3				30	94			85					22	9450					9	30	30	30	30	30	0	6	6	6	6	23	81	21	20	11	20	11	28	1	27	1	1024	17	10																																	38										1		1	8	629145	万花谷			0	0			<G>乍向红莲没，复出清浦飏。	400	<G>脚步放轻，年轻人！	300	<G>你切莫小瞧我手上这杆烟袋，此乃藏剑山庄老庄主叶孟秋为我亲手所铸，哈哈！叶孟秋手下铸成的神剑没有十把也有八把，但这烟袋，却是真正的独一无二！	200											12	-250																	0	9000									1							3	6	118																																																			26				0											
82	余贤真	杂货商		3	26				5			31	3				30	84			76					22	9450					7	26	26	26	26	26	0	5	5	5	5		82	21	20	10	20	10	28	1	28	1	1024	18	10																																	74										1	12	1	6	629145	万花谷			0	0			<G>洛阳的锦缎运到扬州可以卖个好价钱。	500	<G>想知道小姐们最爱的是什么货物，常向我的夫人询问就可以了。	300	<G>从长安运咸鱼到洛阳可要亏老本的，天气热，都臭掉了。	200								杂货店			12	-250																	0	9000									1							3	5	110																																																			26				0											
83	方洛	岚天梯守卫		3	26				53			36	3				30	4245			3820					22	9450					185	368	368	368	368	368	1590	53	53	53	53		83	21	99	50	99	50	28	1	10	1	1024	16	10																																	93	3994	77								1		94	562	838860	万花谷			0	0			<G>……\n<H28><G><F174 这个万花弟子并不理会你>	1000															12	-250																	0	9000									1							3	53	294																																																			26				0											
